x,y,z
-0.50802,-2.06872,0.086949
-0.481896,-2.15664,0.095662
-0.445604,-2.16203,0.108013
-0.408023,-2.15988,0.120819
-0.372067,-2.2227,0.132934
-0.326493,-2.23343,0.148435
-0.285267,-2.20419,0.16254
-0.254312,-2.26056,0.172966
-0.224783,-2.24779,0.183051
-0.196912,-2.25054,0.192539
-0.16956,-2.26088,0.201835
-0.042621,-0.478994,0.24884
-0.037825,-0.463272,0.250506
-0.033513,-0.452493,0.251998
-0.029057,-0.432678,0.253558
-0.025482,-0.432807,0.254775
-0.021791,-0.426904,0.256045
-0.018209,-0.421967,0.257276
-0.014709,-0.416996,0.258478
-0.012987,-0.416999,0.259065
-0.011264,-0.416994,0.259652
-0.009542,-0.416981,0.260238
-0.007724,-0.423959,0.260843
-0.005973,-0.423929,0.26144
-0.0042,-0.424891,0.262041
-0.002445,-0.424845,0.262639
-0.000267,-0.438785,0.263352
0.001682,-0.442718,0.264008
0.003511,-0.442645,0.26463
0.005381,-0.443562,0.265266
0.00754,-0.450464,0.265987
0.009706,-0.456355,0.266712
0.109812,-2.2393,0.297045
0.132794,-2.30893,0.304726
0.151861,-2.30751,0.311224
0.022671,-0.430328,0.271183
0.026558,-0.414871,0.27254
0.02486,-0.351695,0.272095
0.027763,-0.351329,0.273085
0.032113,-0.350731,0.274568
0.036454,-0.350073,0.276048
0.040389,-0.356514,0.277375
0.045531,-0.3424,0.279156
0.052586,-0.340963,0.281562
0.058621,-0.341648,0.283616
0.064752,-0.336024,0.285717
0.076054,-0.345325,0.289547
0.084852,-0.343692,0.292547
0.093393,-0.346102,0.295452
0.102883,-0.34586,0.298685
0.114234,-0.359584,0.302522
0.127084,-0.361778,0.306895
0.140896,-0.360939,0.311602
0.156387,-0.347475,0.316907
0.17279,-0.354078,0.32248
0.190571,-0.368701,0.328506
0.210691,-0.36381,0.33537
0.244329,-0.38808,0.346777
0.269554,-0.418238,0.355306
0.328547,-0.491668,0.375246
1.30329,-1.80863,0.704496
0.353629,-0.4865,0.383801
1.31275,-1.69578,0.707956
0.380998,-0.453859,0.393193
0.391117,-0.408373,0.396736
0.436868,-0.405559,0.412326
0.480801,-0.407188,0.427288
0.532613,-0.410718,0.44493
0.586382,-0.410742,0.463245
0.646015,-0.409584,0.483561
0.714951,-0.412648,0.507037
0.80892,-0.41352,0.539044
0.89064,-0.409444,0.566889
0.998927,-0.414939,0.603764
1.1001,-0.392603,0.638273
2.39794,-0.801033,1.0795
2.40625,-0.718816,1.08251
2.40013,-0.633675,1.0806
2.41681,-0.567154,1.08642
2.41212,-0.507714,1.08495
2.40054,-0.447722,1.08114
2.4176,-0.39335,1.08706
2.404,-0.345655,1.08253
2.40837,-0.300917,1.08411
2.41564,-0.267819,1.08666
2.41778,-0.234116,1.08746
2.39308,-0.198223,1.07912
2.39273,-0.175892,1.07905
2.40825,-0.154608,1.08438
2.46047,-0.135064,1.10221
5.9352,-0.2698,2.28555
5.93624,-0.242377,2.28596
5.94568,-0.215258,2.28923
5.94649,-0.187787,2.28957
5.94719,-0.160313,2.28986
5.9421,-0.13271,2.28819
5.94258,-0.105256,2.28841
5.94294,-0.077801,2.28859
5.94224,-0.050336,2.28841
5.94048,-0.022875,2.28787
5.94239,0.004571,2.28858
5.94324,0.03203,2.28892
5.94304,0.059488,2.28891
5.94272,0.086944,2.28886
5.94702,0.11449,2.29038
5.94647,0.141965,2.29026
5.94675,0.169463,2.29041
5.94409,0.196874,2.28956
5.9432,0.224334,2.28932
5.9422,0.25179,2.28903
5.94108,0.279241,2.28871
5.9423,0.33434,2.28924
5.94494,0.389606,2.29026
5.94241,0.444595,2.28951
5.93847,0.499488,2.28829
5.94351,0.555222,2.29012
5.94454,0.638462,2.29065
3.64718,0.42641,1.50763
3.54565,0.481152,1.47316
3.55247,0.53229,1.47559
3.55244,0.599534,1.47573
3.54567,0.665893,1.47356
3.54616,0.733911,1.47387
2.6233,0.556275,1.15914
3.55275,0.855511,1.47637
1.75857,0.459618,0.864374
2.0009,0.601972,0.947221
2.19212,0.670113,1.0125
1.9507,0.686083,0.9303
1.98197,0.758802,0.941105
0.687436,0.322727,0.499218
0.618501,0.32999,0.475751
0.536256,0.319317,0.447713
0.438141,0.265052,0.414177
0.394239,0.259377,0.39921
0.429979,0.287714,0.411444
0.54942,0.368781,0.452302
0.587778,0.409438,0.465454
0.591133,0.452368,0.466687
0.5885,0.497916,0.465886
0.593231,0.548599,0.467605
0.58874,0.610376,0.466206
0.588093,0.677118,0.466126
0.526343,0.69969,0.44514
0.46559,0.66123,0.424364
0.393332,0.582304,0.399583
0.352924,0.54411,0.385738
0.336825,0.599766,0.380372
0.302066,0.635663,0.368608
0.270471,0.631124,0.357836
0.300948,0.723122,0.368412
0.265784,0.689307,0.356362
0.277982,0.765149,0.360677
0.340094,0.952087,0.38223
0.44828,1.2595,0.419732
0.402333,1.28149,0.404127
0.360335,1.2781,0.389814
0.274132,1.0653,0.36
0.243396,0.967463,0.349323
0.229425,1.07563,0.344793
0.25947,1.25715,0.355411
0.231969,1.28389,0.3461
0.203891,1.2804,0.336528
0.181647,1.27732,0.328944
0.154298,1.19783,0.31946
0.135525,1.16934,0.313005
0.121239,1.2176,0.308241
0.101552,1.17263,0.30144
0.091145,1.16569,0.29788
0.079928,1.2089,0.29415
0.070901,1.22369,0.291107
0.057579,1.17154,0.286459
0.04727,1.16018,0.282923
0.042478,1.16045,0.281291
0.038213,1.17269,0.279864
0.030566,1.23008,0.277381
0.025485,1.23028,0.27565
0.020403,1.23045,0.27392
0.014101,1.17862,0.271663
0.008962,1.16474,0.269884
0.004152,1.16483,0.268245
-0.00066,1.16491,0.266606
-0.005374,1.17896,0.26503
-0.01023,1.18399,0.263387
-0.015212,1.253,0.261835
-0.020387,1.25298,0.260073
-0.025562,1.25294,0.25831
-0.029886,1.19088,0.256706
-0.034466,1.1718,0.255105
-0.039129,1.1637,0.2535
-0.043935,1.16358,0.251862
-0.048892,1.16843,0.250184
-0.053821,1.17125,0.248511
-0.060736,1.22502,0.246269
-0.070854,1.22454,0.242822
-0.078657,1.18204,0.240074
-0.08728,1.16345,0.237097
-0.098174,1.18068,0.233423
-0.111191,1.22072,0.229073
-0.126533,1.169,0.223738
-0.141116,1.16834,0.218769
-0.16017,1.20418,0.212354
-0.179067,1.159,0.205822
-0.201699,1.20991,0.19822
-0.224675,1.16601,0.190301
-0.248033,1.20905,0.182435
-0.275231,1.16688,0.173082
-0.315918,1.27376,0.159448
-0.349914,1.27462,0.14787
-0.38998,1.27466,0.134222
-0.432523,1.27991,0.119741
-0.47201,1.2733,0.106276
-0.491308,1.12969,0.099399
-0.487504,1.00107,0.100423
-0.490211,0.896559,0.09928
-0.489139,0.801887,0.099445
-0.491747,0.719667,0.098383
-0.481736,0.643049,0.101632
-0.491142,0.574038,0.098282
-0.394541,-0.400877,0.124648
-0.357987,-0.406022,0.137519
-0.32074,-0.399048,0.150659
-0.285065,-0.396627,0.163236
-0.256284,-0.400521,0.17337
-0.229637,-0.401274,0.182758
-0.205245,-0.399318,0.191358
-0.181442,-0.400261,0.199744
-0.161711,-0.399262,0.206699
-0.15645,-0.44706,0.208452
-0.170998,-0.499887,0.203213
-0.52233,-1.66664,0.076932
-0.510606,-1.846,0.080683
-0.50994,-2.04511,0.080496
-0.477824,-2.14397,0.091604
-0.445573,-2.16791,0.102918
-0.415115,-2.15411,0.11368
-0.37914,-2.21413,0.12623
-0.335624,-2.23691,0.141517
-0.302002,-2.19564,0.153452
-0.270244,-2.23938,0.164551
-0.242472,-2.24177,0.174333
-0.214952,-2.24676,0.18402
-0.187196,-2.24938,0.193795
-0.159409,-2.25161,0.203582
-0.04268,-0.475002,0.248484
-0.035997,-0.458387,0.250875
-0.031626,-0.44359,0.252446
-0.02769,-0.434745,0.253852
-0.024111,-0.434858,0.255113
-0.020366,-0.42394,0.256456
-0.016794,-0.411986,0.25774
-0.015098,-0.411996,0.258337
-0.0134,-0.413999,0.258932
-0.011685,-0.415994,0.259532
-0.009954,-0.417981,0.260137
-0.008207,-0.419959,0.260749
-0.006479,-0.41993,0.261358
-0.004575,-0.42789,0.262012
-0.002632,-0.434842,0.262682
-0.000541,-0.444782,0.263398
0.001289,-0.444717,0.264043
0.003119,-0.444643,0.264688
0.004949,-0.444561,0.265333
0.006778,-0.444471,0.265977
0.009215,-0.456355,0.266811
0.109874,-2.25527,0.298468
0.131078,-2.29596,0.305854
0.149969,-2.29454,0.312514
0.170678,-2.20145,0.320009
0.024079,-0.43215,0.2721
0.027212,-0.409711,0.273252
0.025717,-0.36461,0.272821
0.029132,-0.355104,0.274044
0.032583,-0.347548,0.275277
0.038173,-0.35577,0.277229
0.042246,-0.353047,0.27867
0.04666,-0.335951,0.280262
0.052566,-0.33674,0.282341
0.058566,-0.344576,0.284439
0.065441,-0.335661,0.286881
0.074206,-0.335275,0.28997
0.081628,-0.335076,0.292586
0.092889,-0.347053,0.296529
0.104433,-0.348143,0.300595
0.115976,-0.357461,0.304643
0.128221,-0.371691,0.308927
0.141307,-0.355872,0.313572
0.155795,-0.348364,0.318694
0.172622,-0.355826,0.324608
0.190514,-0.363371,0.330897
0.210875,-0.345959,0.338109
0.251124,-0.396683,0.352185
0.279881,-0.427743,0.362252
0.320194,-0.481996,0.376343
1.30906,-1.82369,0.721967
0.328458,-0.451289,0.379321
0.361641,-0.481975,0.390949
1.30243,-1.67429,0.719948
0.373328,-0.443232,0.39515
0.41176,-0.409143,0.408765
0.458412,-0.408363,0.425207
0.505765,-0.410648,0.441888
0.556603,-0.407212,0.459811
0.612967,-0.41049,0.479666
0.69855,-0.413582,0.509818
0.771579,-0.409838,0.535561
0.857637,-0.405699,0.565896
0.94852,-0.411325,0.597911
1.05847,-0.390506,0.636702
2.40366,-0.830628,1.1098
2.40829,-0.746396,1.11161
2.39937,-0.659644,1.10865
2.40375,-0.589758,1.11035
2.41097,-0.521073,1.11303
2.41179,-0.463097,1.11345
2.41325,-0.405641,1.11408
2.4214,-0.360948,1.11705
2.40728,-0.313289,1.11217
2.40717,-0.279229,1.11221
2.40475,-0.245035,1.11143
2.4019,-0.210956,1.1105
2.39507,-0.187936,1.10814
2.39839,-0.16577,1.10935
2.44673,-0.146242,1.12643
2.5053,-0.126353,1.14711
5.74169,-0.261993,2.2873
5.74647,-0.235518,2.28904
5.74925,-0.208936,2.29008
5.75003,-0.182272,2.29041
5.74317,-0.155401,2.28805
5.73713,-0.128619,2.28598
5.73759,-0.102011,2.2862
5.73605,-0.075378,2.28571
5.73629,-0.048776,2.28585
5.74396,-0.022202,2.28861
5.74398,0.004436,2.28868
5.74389,0.031074,2.2887
5.74181,0.057692,2.28802
5.73867,0.084278,2.28697
5.74108,0.110945,2.28788
5.74055,0.137569,2.28775
5.74274,0.164271,2.28858
5.74953,0.191152,2.29103
5.74113,0.217529,2.28812
5.73734,0.244033,2.28684
5.73626,0.270638,2.28652
5.74037,0.324205,2.28808
5.74121,0.377684,2.28849
5.74443,0.431415,2.28974
5.73687,0.484364,2.28719
5.7392,0.538173,2.28813
5.74297,0.592256,2.28957
3.73835,0.421108,1.58279
3.55859,0.467927,1.51954
3.55621,0.518015,1.51881
3.55176,0.58477,1.51738
3.55363,0.65288,1.51819
3.54322,0.718992,1.51466
2.63457,0.560778,1.19412
3.53845,0.85529,1.51327
1.70042,0.446268,0.864694
1.73125,0.514709,0.875702
2.11837,0.639527,1.01239
1.87671,0.682264,0.927315
2.06745,0.794355,0.99477
1.84268,0.81731,0.91561
0.669245,0.327047,0.501062
0.60131,0.340321,0.47715
0.506571,0.303424,0.443687
0.4402,0.26748,0.420222
0.394693,0.253209,0.404155
0.416698,0.280391,0.411967
0.476437,0.32242,0.433108
0.508297,0.356904,0.444408
0.553159,0.40641,0.460322
0.566862,0.448339,0.46524
0.57144,0.494727,0.466952
0.573004,0.551751,0.467624
0.563424,0.613506,0.464379
0.568534,0.681449,0.466324
0.51118,0.707974,0.446169
0.457435,0.689645,0.42719
0.404436,0.635164,0.408399
0.358946,0.582206,0.392256
0.322382,0.619466,0.37945
0.286208,0.626608,0.366718
0.293863,0.710404,0.369593
0.262112,0.683793,0.358348
0.28494,0.787408,0.366612
0.434463,1.21175,0.420203
0.387131,1.27675,0.403661
0.346374,1.27576,0.389296
0.25273,0.991265,0.355694
0.227388,0.943747,0.346663
0.226064,1.04632,0.346414
0.247952,1.18675,0.354424
0.219162,1.2812,0.344479
0.196573,1.27647,0.336509
0.174503,1.27327,0.328725
0.150623,1.17903,0.32011
0.133534,1.16141,0.314051
0.115821,1.22318,0.30794
0.101275,1.1786,0.302719
0.090768,1.17067,0.299
0.078531,1.20093,0.294752
0.069329,1.21172,0.291532
0.057481,1.18152,0.287293
0.04692,1.16617,0.283539
0.038021,1.18268,0.280438
0.033591,1.1939,0.278901
0.030141,1.23508,0.277772
0.025057,1.23528,0.275981
0.019973,1.23545,0.27419
0.013442,1.17362,0.271757
0.008496,1.16774,0.270002
0.003645,1.16483,0.268286
-0.001149,1.16491,0.266597
-0.005922,1.16796,0.264921
-0.010657,1.19399,0.263308
-0.015634,1.241,0.261654
-0.020741,1.24098,0.259854
-0.025848,1.24094,0.258054
-0.030188,1.18488,0.256406
-0.034957,1.1788,0.254713
-0.039566,1.1677,0.253065
-0.044137,1.15858,0.251435
-0.049176,1.16743,0.249678
-0.060855,1.22102,0.245676
-0.070903,1.22055,0.242134
-0.078918,1.18304,0.23923
-0.087328,1.16145,0.236221
-0.096884,1.16073,0.232852
-0.110804,1.21474,0.228061
-0.121938,1.1715,0.224046
-0.135246,1.15898,0.219329
-0.158845,1.2366,0.211178
-0.178486,1.15603,0.204086
-0.201918,1.21287,0.195949
-0.224173,1.16502,0.188005
-0.250087,1.22178,0.178994
-0.279079,1.16372,0.168654
-0.313888,1.26794,0.156609
-0.348377,1.27173,0.144463
-0.383533,1.27542,0.132082
-0.42435,1.27614,0.1177
-0.459641,1.27559,0.105262
-0.489589,1.27524,0.094708
-0.490699,1.14469,0.09404
-0.493395,1.02745,0.092842
-0.49062,0.918441,0.093588
-0.485268,0.821206,0.095268
-0.494141,0.73887,0.091967
-0.487541,0.658724,0.094123
-0.493115,0.588258,0.092009
-0.490778,0.526958,0.092702
-0.390869,-0.398059,0.121552
-0.356886,-0.402203,0.133915
-0.317308,-0.402654,0.148322
-0.280655,-0.398308,0.161675
-0.251335,-0.404702,0.172336
-0.224738,-0.405111,0.182018
-0.200423,-0.402839,0.190874
-0.18008,-0.39752,0.198292
-0.161303,-0.409021,0.205103
-0.161736,-0.464109,0.204828
-0.514174,-1.64476,0.074009
-0.517227,-1.8456,0.07247
-0.509406,-2.04898,0.074884
-0.487399,-2.15153,0.082678
-0.46089,-2.15796,0.092315
-0.425055,-2.16399,0.105348
-0.396138,-2.15677,0.11589
-0.36167,-2.22829,0.128287
-0.324382,-2.22948,0.141859
-0.285221,-2.2141,0.156148
-0.250336,-2.23274,0.168808
-0.221367,-2.21993,0.179382
-0.194042,-2.22265,0.189324
-0.169281,-2.26288,0.198253
-0.042972,-0.475002,0.248042
-0.038504,-0.46427,0.249691
-0.033472,-0.436511,0.251582
-0.029892,-0.436675,0.252885
-0.026393,-0.439804,0.254152
-0.022575,-0.428904,0.255565
-0.019003,-0.423967,0.256876
-0.01551,-0.417996,0.258161
-0.013796,-0.417999,0.258784
-0.012082,-0.417994,0.259408
-0.010368,-0.417981,0.260032
-0.008655,-0.417959,0.260656
-0.006906,-0.41993,0.261289
-0.005118,-0.422892,0.261933
-0.002813,-0.444838,0.262726
-0.00099,-0.444782,0.26339
0.000834,-0.444717,0.264054
0.002657,-0.444643,0.264718
0.00448,-0.444561,0.265381
0.006302,-0.444471,0.266045
0.008276,-0.447368,0.266757
0.010165,-0.448258,0.267443
0.119066,-2.26766,0.303217
0.131503,-2.31691,0.30764
0.150495,-2.31549,0.314557
0.169801,-2.20344,0.321824
0.023539,-0.43215,0.272346
0.026126,-0.421835,0.27331
0.026678,-0.378519,0.273603
0.029655,-0.351928,0.274744
0.033979,-0.351288,0.276319
0.037579,-0.35577,0.27762
0.041898,-0.33676,0.279233
0.047772,-0.337631,0.28137
0.053889,-0.339364,0.283593
0.060081,-0.340972,0.285844
0.066354,-0.33626,0.288137
0.073843,-0.342431,0.290851
0.082506,-0.34082,0.294008
0.092676,-0.348955,0.297693
0.104551,-0.350966,0.302012
0.115771,-0.359327,0.306079
0.129301,-0.363236,0.310996
0.142305,-0.360411,0.315736
0.158493,-0.348551,0.321655
0.176211,-0.361066,0.328078
0.194283,-0.364886,0.33465
0.214583,-0.356909,0.342057
0.257382,-0.404405,0.357537
0.325437,-0.496473,0.382117
1.30435,-1.80808,0.735701
0.355666,-0.489481,0.393137
1.30201,-1.68044,0.735123
0.372137,-0.443966,0.39923
0.413825,-0.405856,0.414488
0.460128,-0.408062,0.43134
0.508306,-0.407008,0.448881
0.56436,-0.410674,0.46928
0.621629,-0.409857,0.490131
0.684769,-0.411547,0.513114
0.757334,-0.408566,0.539538
0.842946,-0.410055,0.570702
0.929818,-0.410103,0.602328
1.02499,-0.385264,0.637028
2.39818,-0.869235,1.13591
2.40265,-0.771937,1.13775
2.40909,-0.688913,1.14027
2.40231,-0.61536,1.13796
2.40094,-0.544316,1.13761
2.40872,-0.487565,1.14056
2.40697,-0.429232,1.14005
2.40989,-0.383612,1.14121
2.41299,-0.338143,1.14243
2.41038,-0.303487,1.14156
2.41015,-0.269272,1.14155
2.402,-0.234389,1.13865
2.4009,-0.2004,1.13833
2.40244,-0.177963,1.13894
2.41598,-0.156297,1.14391
2.45845,-0.135993,1.15942
5.55478,-0.254444,2.2864
5.55576,-0.228582,2.28681
5.55662,-0.202716,2.28718
5.55644,-0.176816,2.28717
5.55804,-0.150973,2.2878
5.55764,-0.125076,2.28771
5.55997,-0.099235,2.28861
5.55748,-0.073313,2.28777
5.55302,-0.0474,2.2862
5.55314,-0.021548,2.28629
5.55034,0.004303,2.28533
5.55307,0.030157,2.28638
5.54912,0.055971,2.285
5.56103,0.081984,2.28939
5.56062,0.107873,2.28929
5.56387,0.13385,2.29053
5.56419,0.159778,2.2907
5.56252,0.18565,2.29015
5.56263,0.21158,2.29025
5.56357,0.237555,2.29064
5.5644,0.263543,2.291
5.55824,0.315132,2.28887
5.55259,0.366688,2.28692
5.55215,0.418587,2.28687
5.55315,0.470665,2.28735
5.54905,0.522355,2.28596
5.55293,0.574874,2.28749
3.72594,0.421319,1.62204
3.55243,0.468908,1.55897
3.54725,0.518693,1.55719
3.54744,0.586299,1.55741
3.55113,0.654921,1.55889
3.5398,0.721051,1.55491
2.61607,0.559016,1.21828
3.54963,0.861268,1.55879
1.67086,0.440308,0.873917
1.65398,0.48553,0.867869
2.16973,0.657488,1.056
1.93905,0.687338,0.97208
2.0832,0.803497,1.0248
1.87387,0.793468,0.948577
0.798385,0.404228,0.556212
0.651486,0.334944,0.502586
0.586105,0.344094,0.478803
0.477067,0.28753,0.438987
0.417578,0.255344,0.417261
0.374694,0.274613,0.40169
0.377484,0.3036,0.402768
0.395193,0.335135,0.409282
0.421215,0.369488,0.418828
0.473744,0.429094,0.438078
0.51283,0.475954,0.452408
0.548541,0.535803,0.465536
0.544055,0.590395,0.464019
0.545931,0.652186,0.464833
0.550652,0.724685,0.466706
0.483222,0.717424,0.442143
0.433138,0.701293,0.423875
0.371671,0.634333,0.401355
0.328478,0.591259,0.385539
0.294131,0.632677,0.373123
0.29034,0.705862,0.371899
0.259032,0.696472,0.360481
0.291125,0.807812,0.372401
0.318686,0.891914,0.382614
0.449184,1.25735,0.4309
0.403662,1.27956,0.414375
0.363083,1.28018,0.399603
0.278924,1.07644,0.368531
0.247191,0.975882,0.356765
0.22141,0.958524,0.347342
0.22741,1.05798,0.349738
0.253398,1.2179,0.35954
0.224935,1.28992,0.349331
0.200756,1.27647,0.3405
0.180087,1.28226,0.332987
0.161068,1.22471,0.325941
0.143809,1.17286,0.319547
0.129368,1.17497,0.314295
0.115011,1.22418,0.309173
0.099446,1.16865,0.303388
0.08906,1.16071,0.29959
0.07994,1.16662,0.296282
0.069473,1.22469,0.292595
0.056422,1.17553,0.287739
0.046572,1.17216,0.284146
0.041813,1.17343,0.282416
0.037001,1.17368,0.280665
0.028583,1.2081,0.277674
0.023629,1.20829,0.275871
0.018674,1.20846,0.274067
0.01279,1.16862,0.27184
0.007979,1.16774,0.270087
0.003131,1.16384,0.268314
-0.001598,1.16791,0.266601
-0.006386,1.16796,0.264858
-0.011134,1.18299,0.263161
-0.016077,1.251,0.261506
-0.021207,1.25098,0.259639
-0.026336,1.25094,0.257772
-0.030508,1.18088,0.256104
-0.035278,1.1768,0.254358
-0.039862,1.1657,0.252666
-0.044642,1.16558,0.250926
-0.0496,1.17142,0.249133
-0.061883,1.241,0.244809
-0.072057,1.24052,0.241104
-0.083492,1.17475,0.236801
-0.093189,1.17507,0.233272
-0.104924,1.20221,0.229058
-0.118916,1.1919,0.223942
-0.131077,1.16549,0.219458
-0.146631,1.1747,0.213815
-0.162734,1.22699,0.208064
-0.180556,1.17185,0.201459
-0.201354,1.2109,0.19397
-0.223831,1.16502,0.18569
-0.247574,1.211,0.177144
-0.273327,1.16299,0.167666
-0.313673,1.26988,0.153205
-0.34584,1.28677,0.141531
-0.382051,1.27351,0.12832
-0.417736,1.27708,0.115336
-0.454166,1.28046,0.102081
-0.48654,1.27058,0.090274
-0.491757,1.13699,0.08809
-0.486219,1.01489,0.089847
-0.491733,0.904408,0.087604
-0.493322,0.805607,0.086815
-0.486074,0.708479,0.089247
-0.485282,0.634171,0.089377
-0.496146,0.568133,0.085282
-0.391814,-0.400173,0.116732
-0.359504,-0.402821,0.128871
-0.322779,-0.403697,0.142674
-0.289863,-0.401822,0.155052
-0.25486,-0.396038,0.168221
-0.227888,-0.399536,0.178353
-0.202586,-0.403761,0.187855
-0.17897,-0.400118,0.19674
-0.160781,-0.40274,0.203571
-0.159172,-0.456532,0.204061
-0.169152,-0.50251,0.200211
-0.520976,-1.67235,0.065462
-0.509401,-1.85273,0.069427
-0.516955,-2.08675,0.066088
-0.494292,-2.14736,0.074477
-0.47163,-2.17146,0.082945
-0.444408,-2.22276,0.093068
-0.413725,-2.15902,0.104737
-0.380041,-2.176,0.117363
-0.342912,-2.2344,0.131195
-0.300427,-2.19465,0.14725
-0.268809,-2.23739,0.159044
-0.240165,-2.22885,0.169829
-0.212481,-2.22785,0.180238
-0.185165,-2.23044,0.1905
-0.159801,-2.26358,0.199964
-0.042783,-0.467019,0.247789
-0.037623,-0.441306,0.249784
-0.033756,-0.435512,0.25125
-0.030198,-0.435675,0.252587
-0.026393,-0.426809,0.254036
-0.022906,-0.426904,0.255347
-0.019343,-0.419967,0.256701
-0.01592,-0.422996,0.257981
-0.014192,-0.422999,0.258631
-0.012465,-0.422994,0.25928
-0.010747,-0.42198,0.259928
-0.009023,-0.421959,0.260576
-0.0073,-0.421929,0.261224
-0.005359,-0.431889,0.261932
-0.003284,-0.443838,0.262686
-0.001352,-0.44778,0.263404
0.000477,-0.447715,0.264092
0.002305,-0.447641,0.264779
0.003838,-0.440565,0.265371
0.005637,-0.440476,0.266047
0.007436,-0.440378,0.266723
0.109584,-2.28023,0.30119
0.130833,-2.3209,0.309091
0.149785,-2.31947,0.316218
0.1684,-2.19945,0.323471
0.024037,-0.444098,0.272956
0.02749,-0.423633,0.274298
0.02655,-0.368396,0.274062
0.029577,-0.355894,0.275227
0.033933,-0.355247,0.276866
0.037986,-0.352563,0.278395
0.042149,-0.333545,0.28
0.04731,-0.338613,0.28193
0.052832,-0.337408,0.284008
0.058841,-0.331865,0.286278
0.064945,-0.333353,0.28857
0.071732,-0.331421,0.291125
0.081189,-0.338905,0.294664
0.0907,-0.345151,0.298226
0.101315,-0.348687,0.302209
0.111837,-0.350928,0.306159
0.123784,-0.369558,0.31061
0.13649,-0.361646,0.315403
0.15027,-0.352476,0.320602
0.165596,-0.357501,0.326353
0.186615,-0.367837,0.334232
0.205496,-0.364839,0.341336
0.243952,-0.386504,0.355745
0.323179,-0.495665,0.385293
1.3172,-1.84986,0.756051
0.331051,-0.455139,0.388339
1.29897,-1.68351,0.749554
0.364522,-0.437361,0.400958
0.402897,-0.40444,0.415454
0.443706,-0.402917,0.430797
0.489475,-0.408787,0.447989
0.543529,-0.409078,0.468307
0.604259,-0.408387,0.491137
0.666879,-0.411137,0.51467
0.733909,-0.406648,0.539876
0.817156,-0.408803,0.571164
0.911204,-0.418926,0.606495
1.05167,-0.40241,0.659332
2.33535,-0.874493,1.14086
2.34543,-0.78074,1.14485
2.34404,-0.696729,1.1445
2.40809,-0.619317,1.16875
2.40499,-0.547424,1.16773
2.41831,-0.491467,1.17286
2.4148,-0.432354,1.17167
2.40665,-0.384642,1.1687
2.40789,-0.338792,1.16927
2.40902,-0.304538,1.16977
2.41252,-0.270621,1.17115
2.40721,-0.235841,1.16923
2.3996,-0.201099,1.16645
2.40114,-0.178585,1.16707
2.40249,-0.156056,1.16763
2.46068,-0.136664,1.18955
5.36461,-0.246723,2.28089
5.36836,-0.221762,2.28236
5.36732,-0.196599,2.28202
5.36993,-0.171569,2.28305
5.3743,-0.14657,2.28475
5.38138,-0.121596,2.28747
5.38181,-0.096442,2.28768
5.37933,-0.071248,2.2868
5.37113,-0.046032,2.28377
5.37125,-0.020926,2.28387
5.37126,0.004181,2.28393
5.37118,0.029287,2.28395
5.3766,0.05445,2.28605
5.37818,0.079608,2.28669
5.37779,0.104746,2.2866
5.38291,0.130018,2.28858
5.37389,0.154935,2.28524
5.38535,0.18046,2.2896
5.37332,0.205203,2.28513
5.37241,0.230318,2.28484
5.3714,0.255428,2.28452
5.37468,0.305952,2.28586
5.37381,0.35631,2.28564
5.36692,0.406253,2.28316
5.36337,0.456412,2.28193
5.37618,0.508118,2.28685
5.37316,0.583869,2.28588
3.70555,0.420687,1.65868
3.54572,0.469888,1.5987
3.54333,0.520184,1.59791
3.55605,0.57302,1.60281
3.5461,0.639517,1.59921
3.54427,0.707649,1.59867
3.04964,0.638917,1.41259
2.5991,0.557645,1.24306
3.53914,0.862153,1.59707
1.80495,0.468303,0.94435
1.77497,0.531857,0.933216
2.19423,0.667557,1.0911
1.95882,0.686931,1.00266
2.08703,0.808238,1.05111
1.65101,0.812847,0.88722
0.829493,0.431166,0.577596
0.66611,0.371438,0.516053
0.596398,0.337011,0.489775
0.527714,0.315346,0.46391
0.46246,0.280306,0.439306
0.405684,0.249518,0.417898
0.377028,0.274999,0.407181
0.354627,0.30345,0.398822
0.347164,0.336839,0.396087
0.366488,0.37077,0.403424
0.396774,0.410882,0.414894
0.440862,0.462927,0.431578
0.476657,0.512559,0.445139
0.523864,0.576709,0.463021
0.53314,0.645895,0.466656
0.533198,0.711862,0.466819
0.477745,0.72607,0.446004
0.423387,0.709142,0.425535
0.368228,0.669619,0.404717
0.322632,0.613741,0.387457
0.287795,0.629658,0.374397
0.291086,0.711313,0.375808
0.261883,0.707542,0.364823
0.285403,0.786942,0.373833
0.40406,1.12604,0.419161
0.452089,1.27131,0.437525
0.40223,1.28145,0.418805
0.360632,1.27827,0.403162
0.317467,1.20453,0.386778
0.257295,1.0025,0.363728
0.229559,0.946474,0.353182
0.228921,1.07061,0.353208
0.257048,1.24127,0.364145
0.22736,1.28095,0.353071
0.200646,1.28335,0.343034
0.178005,1.27633,0.334508
0.157417,1.20692,0.326621
0.137843,1.17259,0.31919
0.119836,1.23052,0.312545
0.104148,1.17606,0.306531
0.092504,1.15524,0.30211
0.080264,1.18056,0.297563
0.069937,1.24264,0.293814
0.060898,1.18117,0.290284
0.050911,1.17585,0.286519
0.041303,1.17643,0.282909
0.036628,1.17968,0.281158
0.028369,1.21909,0.278138
