x,y,z
-0.28463,-0.404758,0.509891
-0.28327,-0.406518,0.508757
-0.281905,-0.40827,0.507619
-0.276772,-0.404996,0.503365
-0.268458,-0.397353,0.496481
-0.267123,-0.399021,0.495369
